,0
0,0.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.5
7,1.5
8,1.6428571428571428
9,1.6428571428571428
10,1.6428571428571428
11,1.6428571428571428
12,1.6428571428571428
13,1.7197802197802197
14,1.8106893106893105
15,1.8106893106893105
16,2.3106893106893107
17,2.3106893106893107
18,2.3106893106893107
19,2.3106893106893107
20,2.3106893106893107
21,2.3106893106893107
22,2.3106893106893107
23,2.3106893106893107
24,2.3106893106893107
25,2.3106893106893107
26,2.3106893106893107
27,2.9773559773559772
28,2.9773559773559772
29,2.9773559773559772
30,2.9773559773559772
31,3.044022644022644
32,3.044022644022644
33,4.044022644022644
34,4.32973692973693
35,4.32973692973693
36,4.32973692973693
37,4.32973692973693
38,4.32973692973693
39,4.32973692973693
40,4.396403596403596
41,4.396403596403596
42,4.396403596403596
43,5.396403596403596
44,5.396403596403596
45,5.396403596403596
46,5.396403596403596
47,5.396403596403596
48,5.396403596403596
49,5.396403596403596
50,5.396403596403596
51,5.396403596403596
52,5.396403596403596
53,5.396403596403596
54,5.396403596403596
55,5.396403596403596
56,5.396403596403596
57,6.196403596403596
58,7.196403596403596
59,7.396403596403596
60,7.396403596403596
61,7.396403596403596
62,7.396403596403596
63,8.396403596403596
64,8.396403596403596
65,9.396403596403596
66,9.396403596403596
67,9.72973692973693
68,9.97973692973693
69,10.22973692973693
70,10.22973692973693
71,10.22973692973693
72,10.22973692973693
73,10.563070263070264
74,11.563070263070264
75,11.563070263070264
76,11.563070263070264
77,12.563070263070264
78,12.563070263070264
79,13.563070263070264
80,13.582301032301034
81,13.582301032301034
82,13.804523254523255
83,13.804523254523255
84,13.804523254523255
85,13.804523254523255
86,13.804523254523255
87,14.004523254523255
88,14.004523254523255
89,14.504523254523255
90,14.504523254523255
91,14.504523254523255
92,14.704523254523254
93,14.982301032301033
94,14.982301032301033
95,14.982301032301033
96,14.982301032301033
97,14.982301032301033
98,15.982301032301033
99,15.982301032301033
100,15.982301032301033
101,15.982301032301033
102,15.982301032301033
103,15.982301032301033
104,15.982301032301033
105,15.982301032301033
106,16.204523254523256
107,16.704523254523256
108,16.704523254523256
109,16.704523254523256
110,16.704523254523256
111,16.704523254523256
112,17.004523254523257
113,17.004523254523257
114,17.004523254523257
115,17.004523254523257
116,17.004523254523257
117,17.004523254523257
118,17.504523254523257
119,18.504523254523257
120,18.629523254523257
121,18.629523254523257
122,18.629523254523257
123,18.629523254523257
124,18.629523254523257
125,19.629523254523257
126,19.629523254523257
127,19.629523254523257
128,19.629523254523257
129,19.754523254523257
130,19.754523254523257
131,20.754523254523257
132,20.754523254523257
133,20.754523254523257
134,21.58785658785659
135,22.58785658785659
136,23.365634365634367
137,23.365634365634367
138,23.365634365634367
139,23.365634365634367
140,23.365634365634367
141,23.365634365634367
142,23.365634365634367
143,24.365634365634367
144,24.365634365634367
145,24.388106275746726
146,24.388106275746726
147,24.388106275746726
148,24.388106275746726
149,24.513106275746726
150,24.513106275746726
151,24.513106275746726
152,24.513106275746726
153,24.513106275746726
154,24.513106275746726
155,24.846439609080058
156,24.846439609080058
157,24.846439609080058
158,24.846439609080058
159,24.846439609080058
160,24.872080634721083
161,24.872080634721083
162,25.122080634721083
163,25.497080634721083
164,25.497080634721083
165,26.247080634721083
166,26.872080634721083
167,27.636786517074025
168,28.636786517074025
169,29.636786517074025
170,29.74736344015095
171,29.74736344015095
172,29.74736344015095
173,30.31879201157952
174,31.31879201157952
175,32.31879201157952
176,33.31879201157952
177,33.507981200768704
178,34.056368297542896
179,34.056368297542896
180,35.056368297542896
181,35.056368297542896
182,35.056368297542896
183,36.056368297542896
184,36.57810742797768
185,36.83525028512054
186,36.83525028512054
187,36.83525028512054
188,36.83525028512054
189,36.83525028512054
190,37.83525028512054
191,37.91217336204362
192,37.91217336204362
193,38.91217336204362
194,38.91217336204362
195,38.91217336204362
196,39.91217336204362
197,39.91217336204362
198,39.91217336204362
199,40.91217336204362
200,41.91217336204362
201,42.20106225093251
202,43.20106225093251
203,44.20106225093251
204,44.97884002871029
205,44.97884002871029
206,45.22884002871029
207,45.22884002871029
208,45.56217336204362
209,45.56217336204362
210,46.56217336204362
211,46.56217336204362
212,46.96895302306057
213,46.96895302306057
214,47.07151712562467
215,48.07151712562467
216,48.07151712562467
217,48.13401712562467
218,48.93401712562467
219,49.93401712562467
220,49.93401712562467
221,49.975683792291335
222,50.975683792291335
223,51.509017125624666
224,52.259017125624666
225,52.259017125624666
226,52.759017125624666
227,52.88220553142177
228,53.182205531421765
229,54.182205531421765
230,55.182205531421765
231,56.182205531421765
232,56.182205531421765
233,56.182205531421765
234,56.82431079457966
235,57.14784020634436
236,57.14784020634436
237,57.6426855671691
238,58.1426855671691
239,58.1426855671691
240,58.1426855671691
241,58.1426855671691
242,58.61887604335958
243,59.61887604335958
244,59.97998715447069
245,60.36093953542307
246,60.76093953542307
247,60.76093953542307
248,61.01093953542307
249,61.01093953542307
250,61.01093953542307
251,61.01093953542307
252,62.01093953542307
253,62.21093953542307
254,62.71093953542307
255,62.71093953542307
256,62.71093953542307
257,63.71093953542307
258,64.02672900910729
259,64.02672900910729
260,65.02672900910729
261,65.31244329482158
262,65.8443581884386
263,66.3443581884386
264,66.5366658807463
265,67.5366658807463
266,68.5366658807463
267,68.5366658807463
268,68.74666588074629
269,68.74666588074629
270,68.74666588074629
271,68.80222143630185
272,68.98826794792976
273,68.98826794792976
274,68.98826794792976
275,69.98826794792976
276,70.4093205795087
277,71.4093205795087
278,72.06449299330181
279,72.06449299330181
280,72.39782632663514
281,72.39782632663514
282,72.73115965996847
283,72.73115965996847
284,73.73115965996847
285,74.73115965996847
286,74.73115965996847
287,74.73115965996847
288,74.92834275856002
289,75.92834275856002
290,75.92834275856002
291,75.92834275856002
292,76.54372737394463
293,76.74372737394464
294,77.74372737394464
295,77.74372737394464
296,78.28918191939918
297,78.62251525273251
298,78.62251525273251
299,79.62251525273251
300,80.42251525273251
301,80.82251525273252
302,80.86599351360208
303,81.05830120590977
304,81.80830120590977
305,82.039070436679
306,83.039070436679
307,83.039070436679
308,83.37240377001233
309,84.37240377001233
310,84.37240377001233
311,84.539070436679
312,84.65445505206361
313,84.65445505206361
314,84.65445505206361
315,85.65445505206361
316,86.65445505206361
317,86.65445505206361
318,86.65445505206361
319,86.90445505206361
320,86.9953641429727
321,86.9953641429727
322,87.9953641429727
323,88.9953641429727
324,89.4953641429727
325,89.93980858741715
326,90.93980858741715
327,90.93980858741715
328,91.35916342612683
329,91.69249675946016
330,91.75499675946016
331,92.46928247374586
332,93.46928247374586
333,93.46928247374586
334,93.86928247374587
335,94.13594914041254
336,94.9185578360647
337,94.96401238151925
338,95.25567904818593
339,96.25567904818593
340,96.45567904818593
341,96.95567904818593
342,97.95567904818593
343,98.33498939301352
344,99.33498939301352
345,100.33498939301352
346,100.83498939301352
347,101.83498939301352
348,102.83498939301352
349,103.83498939301352
350,103.83498939301352
351,104.83498939301352
352,104.83498939301352
353,104.83498939301352
354,105.16832272634684
355,105.66832272634684
356,106.14200693687316
357,106.14200693687316
358,106.14200693687316
359,106.14200693687316
360,107.14200693687316
361,107.14200693687316
362,107.64200693687316
363,107.78784027020649
364,108.53784027020649
365,109.53784027020649
366,110.53784027020649
367,111.53784027020649
368,111.53784027020649
369,111.78784027020649
370,111.78784027020649
371,111.78784027020649
372,112.07355455592078
373,112.96244344480967
374,112.96244344480967
375,112.96244344480967
376,113.96244344480967
377,114.21244344480967
378,114.37766083611402
379,114.78942554199637
380,115.37082089083357
381,116.37082089083357
382,116.75875192531633
383,117.57125192531633
384,117.57125192531633
