,0
385,117.90458525864966
386,118.90458525864966
387,119.27958525864966
388,119.27958525864966
389,120.27958525864966
390,120.54625192531633
391,120.73143711050152
392,120.93143711050152
393,120.93143711050152
394,121.05643711050152
395,121.29453234859676
396,122.29453234859676
397,123.29453234859676
398,124.29453234859676
399,124.29453234859676
400,125.29453234859676
401,125.29453234859676
402,125.79453234859676
403,126.79453234859676
404,126.79453234859676
405,126.99453234859676
406,127.99453234859676
407,128.99453234859675
408,129.56596092002533
409,130.56596092002533
410,131.18500853907295
411,132.18500853907295
412,132.18500853907295
413,132.18500853907295
414,132.72282366512337
415,133.14217850383304
416,133.21360707526162
417,133.21360707526162
418,133.21360707526162
419,133.3045161661707
420,133.3045161661707
421,134.3045161661707
422,134.4840033456579
423,134.4840033456579
424,134.4840033456579
425,134.4840033456579
426,135.4840033456579
427,136.16821387197368
428,136.58488053864033
429,137.31461026837007
430,138.31461026837007
431,138.59882079468588
432,138.8131065089716
433,139.34251827367748
434,140.21751827367748
435,141.21751827367748
436,141.21751827367748
437,142.21751827367748
438,142.60640716256637
439,142.80640716256636
440,142.87783573399494
441,142.97217535663646
442,143.97217535663646
443,144.1334656792171
444,144.6334656792171
445,145.06402123477264
446,145.06402123477264
447,146.06402123477264
448,146.7059965434146
449,147.2059965434146
450,147.98377432119239
451,148.599158936577
452,149.599158936577
453,150.599158936577
454,150.74201607943414
455,150.74201607943414
456,150.76904310646117
457,151.38442772184578
458,152.38442772184578
459,152.63100306431153
460,152.63100306431153
461,152.96433639764487
462,153.0020722467015
463,154.0020722467015
464,154.0020722467015
465,154.04711729174653
466,154.29986454449377
467,154.29986454449377
468,154.47377758797202
469,154.47377758797202
470,154.97377758797202
471,155.0705517815204
472,155.87055178152042
473,155.87055178152042
474,155.96644219247932
475,156.65394219247932
476,156.7465347850719
477,156.7465347850719
478,157.7465347850719
479,158.28777189847398
480,158.37379340385033
481,159.00448884749542
482,159.23525807826465
483,159.23525807826465
484,159.23525807826465
485,159.23525807826465
486,159.568591411598
487,159.568591411598
488,159.82886538420072
489,160.13655769189305
490,160.13655769189305
491,160.13655769189305
492,160.65829682232783
493,160.65829682232783
494,161.65829682232783
495,161.812142976174
496,162.812142976174
497,162.812142976174
498,162.812142976174
499,162.812142976174
500,163.812142976174
501,164.14547630950733
502,164.64547630950733
503,165.64547630950733
504,166.01756933276314
505,166.01756933276314
506,166.28423599942982
507,167.28423599942982
508,167.28423599942982
509,167.5885838255168
510,168.0885838255168
511,168.5885838255168
512,169.5885838255168
513,170.23144096837393
514,171.23144096837393
515,171.5950773320103
516,171.5950773320103
517,172.5950773320103
518,173.0950773320103
519,173.67402470043135
520,174.10259612900276
521,175.10259612900276
522,175.51926279566942
523,175.51926279566942
524,176.51926279566942
525,177.51926279566942
526,178.13216602147588
527,178.27502316433302
528,178.44168983099968
529,178.44168983099968
530,178.63216602147588
531,178.63216602147588
532,179.63216602147588
533,180.2423355130013
534,180.47310474377053
535,180.47310474377053
536,180.47310474377053
537,180.47310474377053
538,180.89839210009237
539,181.18410638580664
540,181.51743971914
541,182.51743971914
542,182.57804577974605
543,183.14947435117463
544,183.55423625593653
545,183.66534736704764
546,183.8320140337143
547,184.8320140337143
548,185.8320140337143
549,186.3020140337143
550,186.4173986490989
551,187.4173986490989
552,188.4173986490989
553,189.4173986490989
554,189.7031129348132
555,190.7031129348132
556,190.7031129348132
557,190.7031129348132
558,190.7031129348132
559,191.7031129348132
560,192.7031129348132
561,193.7031129348132
562,194.70087391997973
563,195.70087391997973
564,196.70087391997973
565,197.20087391997973
566,198.20087391997973
567,199.20087391997973
568,200.20087391997973
569,201.20087391997973
570,202.20087391997973
571,203.20087391997973
572,204.20087391997973
573,205.20087391997973
574,206.20087391997973
575,206.66515963426545
576,207.66515963426545
577,208.66515963426545
578,209.66515963426545
579,210.66515963426545
580,211.66515963426545
581,212.66515963426545
582,213.66515963426545
583,214.66515963426545
584,215.66515963426545
585,216.66515963426545
586,217.66515963426545
587,218.66515963426545
588,219.66515963426545
589,220.66515963426545
590,221.66515963426545
591,222.66515963426545
592,223.66515963426545
593,224.66515963426545
594,225.66515963426545
595,226.66515963426545
596,227.66515963426545
597,228.66515963426545
598,229.66515963426545
599,230.66515963426545
600,231.66515963426545
601,232.37944534855117
602,232.67212827538043
603,233.67212827538043
604,234.67212827538043
605,235.67212827538043
606,236.67212827538043
607,237.67212827538043
608,238.67212827538043
609,239.67212827538043
610,240.67212827538043
611,241.67212827538043
612,242.67212827538043
613,243.67212827538043
614,244.67212827538043
615,245.67212827538043
616,246.67212827538043
617,247.67212827538043
618,248.67212827538043
619,248.67212827538043
620,249.67212827538043
621,250.67212827538043
622,251.67212827538043
623,252.67212827538043
624,253.67212827538043
625,254.67212827538043
626,255.67212827538043
627,256.67212827538043
628,257.67212827538043
629,258.67212827538043
630,259.67212827538043
631,260.67212827538043
