380,0.581395349,,
519,0.578947368,,
173,0.571428571,,
408,0.571428571,,
543,0.571428571,,
178,0.548387097,,
296,0.545454545,,
479,0.541237113,,
414,0.537815126,,
223,0.533333333,,
262,0.531914894,,
433,0.529411765,,
184,0.52173913,,
492,0.52173913,,
6,0.5,,
16,0.5,,
89,0.5,,
107,0.5,,
118,0.5,,
226,0.5,,
238,0.5,,
254,0.5,,
263,0.5,,
324,0.5,,
341,0.5,,
346,0.5,,
355,0.5,,
362,0.5,,
402,0.5,,
444,0.5,,
449,0.5,,
470,0.5,,
502,0.5,,
510,0.5,,
511,0.5,,
518,0.5,,
565,0.5,,
237,0.494845361,,
242,0.476190476,,
356,0.473684211,,
549,0.47,,
575,0.464285714,,
325,0.444444444,,
445,0.430555556,,
520,0.428571429,,
538,0.425287356,,
276,0.421052632,,
328,0.419354839,,
415,0.419354839,,
428,0.416666667,,
522,0.416666667,,
379,0.411764706,,
212,0.406779661,,
544,0.404761905,,
246,0.4,,
301,0.4,,
334,0.4,,
438,0.388888889,,
382,0.387931034,,
245,0.380952381,,
343,0.379310345,,
163,0.375,,
387,0.375,,
504,0.372093023,,
515,0.363636364,,
244,0.361111111,,
67,0.333333333,,
73,0.333333333,,
155,0.333333333,,
208,0.333333333,,
280,0.333333333,,
282,0.333333333,,
297,0.333333333,,
308,0.333333333,,
329,0.333333333,,
354,0.333333333,,
385,0.333333333,,
461,0.333333333,,
486,0.333333333,,
501,0.333333333,,
540,0.333333333,,
235,0.323529412,,
258,0.315789474,,
489,0.307692308,,
509,0.304347826,,
112,0.3,,
228,0.3,,
602,0.292682927,,
338,0.291666667,,
201,0.288888889,,
34,0.285714286,,
261,0.285714286,,
372,0.285714286,,
539,0.285714286,,
554,0.285714286,,
431,0.284210526,,
93,0.277777778,,
335,0.266666667,,
390,0.266666667,,
506,0.266666667,,
488,0.260273973,,
185,0.257142857,,
466,0.252747253,,
68,0.25,,
69,0.25,,
162,0.25,,
206,0.25,,
248,0.25,,
319,0.25,,
369,0.25,,
377,0.25,,
459,0.246575342,,
395,0.238095238,,
305,0.230769231,,
482,0.230769231,,
534,0.230769231,,
82,0.222222222,,
106,0.222222222,,
432,0.214285714,,
268,0.21,,
59,0.2,,
87,0.2,,
92,0.2,,
253,0.2,,
293,0.2,,
340,0.2,,
392,0.2,,
405,0.2,,
439,0.2,,
288,0.197183099,,
264,0.192307692,,
303,0.192307692,,
530,0.19047619,,
177,0.189189189,,
272,0.186046512,,
391,0.185185185,,
422,0.179487179,,
468,0.173913043,,
311,0.166666667,,
528,0.166666667,,
546,0.166666667,,
378,0.165217391,,
443,0.161290323,,
495,0.153846154,,
363,0.145833333,,
8,0.142857143,,
454,0.142857143,,
527,0.142857143,,
120,0.125,,
129,0.125,,
149,0.125,,
394,0.125,,
227,0.123188406,,
312,0.115384615,,
550,0.115384615,,
545,0.111111111,,
170,0.110576923,,
214,0.102564103,,
471,0.096774194,,
474,0.095890411,,
441,0.094339623,,
476,0.092592593,,
14,0.090909091,,
320,0.090909091,,
419,0.090909091,,
480,0.086021505,,
13,0.076923077,,
191,0.076923077,,
416,0.071428571,BALANCE,11.5
440,0.071428571,OUT,35.27557848
31,0.066666667,IN,213.8965498
40,0.066666667,,
217,0.0625,TOTAL,260.6721283
330,0.0625,AVERAGE,0.41180431
542,0.060606061,STD,0.422180831
271,0.055555556,,
337,0.045454545,,
465,0.045045045,,
302,0.043478261,,
221,0.041666667,,
462,0.037735849,,
456,0.027027027,,
160,0.025641026,,
145,0.02247191,,
80,0.019230769,,
,0,,
0,0,,
2,0,,
3,0,,
4,0,,
5,0,,
7,0,,
9,0,,
10,0,,
11,0,,
12,0,,
15,0,,
17,0,,
18,0,,
19,0,,
20,0,,
21,0,,
22,0,,
23,0,,
24,0,,
25,0,,
26,0,,
28,0,,
29,0,,
30,0,,
32,0,,
35,0,,
36,0,,
37,0,,
38,0,,
39,0,,
41,0,,
42,0,,
44,0,,
45,0,,
46,0,,
47,0,,
48,0,,
49,0,,
50,0,,
51,0,,
52,0,,
53,0,,
54,0,,
55,0,,
56,0,,
60,0,,
61,0,,
62,0,,
64,0,,
66,0,,
70,0,,
71,0,,
72,0,,
75,0,,
76,0,,
78,0,,
81,0,,
83,0,,
84,0,,
85,0,,
86,0,,
88,0,,
90,0,,
91,0,,
94,0,,
95,0,,
96,0,,
97,0,,
99,0,,
100,0,,
101,0,,
102,0,,
103,0,,
104,0,,
105,0,,
108,0,,
109,0,,
110,0,,
111,0,,
113,0,,
114,0,,
115,0,,
116,0,,
117,0,,
121,0,,
122,0,,
123,0,,
124,0,,
126,0,,
127,0,,
128,0,,
130,0,,
132,0,,
133,0,,
137,0,,
138,0,,
139,0,,
140,0,,
141,0,,
142,0,,
144,0,,
146,0,,
147,0,,
148,0,,
150,0,,
151,0,,
152,0,,
153,0,,
154,0,,
156,0,,
157,0,,
158,0,,
159,0,,
161,0,,
164,0,,
171,0,,
172,0,,
179,0,,
181,0,,
182,0,,
186,0,,
187,0,,
188,0,,
189,0,,
192,0,,
194,0,,
195,0,,
197,0,,
198,0,,
205,0,,
207,0,,
209,0,,
211,0,,
213,0,,
216,0,,
220,0,,
225,0,,
232,0,,
233,0,,
236,0,,
239,0,,
240,0,,
241,0,,
247,0,,
249,0,,
250,0,,
251,0,,
255,0,,
256,0,,
259,0,,
267,0,,
269,0,,
270,0,,
273,0,,
274,0,,
279,0,,
281,0,,
283,0,,
286,0,,
287,0,,
290,0,,
291,0,,
295,0,,
298,0,,
307,0,,
310,0,,
313,0,,
314,0,,
317,0,,
318,0,,
321,0,,
327,0,,
333,0,,
350,0,,
352,0,,
353,0,,
357,0,,
358,0,,
359,0,,
361,0,,
368,0,,
370,0,,
371,0,,
374,0,,
375,0,,
384,0,,
388,0,,
393,0,,
399,0,,
401,0,,
404,0,,
412,0,,
413,0,,
417,0,,
418,0,,
420,0,,
423,0,,
424,0,,
425,0,,
436,0,,
446,0,,
455,0,,
460,0,,
464,0,,
467,0,,
469,0,,
473,0,,
477,0,,
483,0,,
484,0,,
485,0,,
487,0,,
490,0,,
491,0,,
493,0,,
497,0,,
498,0,,
499,0,,
505,0,,
508,0,,
516,0,,
523,0,,
529,0,,
531,0,,
535,0,,
536,0,,
537,0,,
556,0,,
557,0,,
558,0,,
619,0,,
,,,
,0.41180431,,
