1,1,,
33,1,,
43,1,,
58,1,,
63,1,,
65,1,,
74,1,,
77,1,,
79,1,,
98,1,,
119,1,,
125,1,,
131,1,,
135,1,,
143,1,,
168,1,,
169,1,,
174,1,,
175,1,,
176,1,,
180,1,,
183,1,,
190,1,,
193,1,,
196,1,,
199,1,,
200,1,,
202,1,,
203,1,,
210,1,,
215,1,,
219,1,,
222,1,,
229,1,,
230,1,,
231,1,,
243,1,,
252,1,,
257,1,,
260,1,,
265,1,,
266,1,,
275,1,,
277,1,,
284,1,,
285,1,,
289,1,,
294,1,,
299,1,,
306,1,,
309,1,,
315,1,,
316,1,,
322,1,,
323,1,,
326,1,,
332,1,,
339,1,,
342,1,,
344,1,,
345,1,,
347,1,,
348,1,,
349,1,,
351,1,,
360,1,,
365,1,,
366,1,,
367,1,,
376,1,,
381,1,,
386,1,,
389,1,,
396,1,,
397,1,,
398,1,,
400,1,,
403,1,,
406,1,,
407,1,,
409,1,,
411,1,,
421,1,,
426,1,,
430,1,,
435,1,,
437,1,,
442,1,,
447,1,,
452,1,,
453,1,,
458,1,,
463,1,,
478,1,,
494,1,,
496,1,,
500,1,,
503,1,,
507,1,,
512,1,,
514,1,,
517,1,,
521,1,,
524,1,,
525,1,,
532,1,,
541,1,,
547,1,,
548,1,,
551,1,,
552,1,,
553,1,,
555,1,,
559,1,,
560,1,,
561,1,,
563,1,,
564,1,,
566,1,,
567,1,,
568,1,,
569,1,,
570,1,,
571,1,,
572,1,,
573,1,,
574,1,,
576,1,,
577,1,,
578,1,,
579,1,,
580,1,,
581,1,,
582,1,,
583,1,,
584,1,,
585,1,,
586,1,,
587,1,,
588,1,,
589,1,,
590,1,,
591,1,,
592,1,,
593,1,,
594,1,,
595,1,,
596,1,,
597,1,,
598,1,,
599,1,,
600,1,,
603,1,,
604,1,,
605,1,,
606,1,,
607,1,,
608,1,,
609,1,,
610,1,,
611,1,,
612,1,,
613,1,,
614,1,,
615,1,,
616,1,,
617,1,,
618,1,,
620,1,,
621,1,,
622,1,,
623,1,,
624,1,,
625,1,,
626,1,,
627,1,,
628,1,,
629,1,,
630,1,,
631,1,,
562,0.997760985,,
373,0.888888889,,
434,0.875,,
134,0.833333333,,
383,0.8125,,
57,0.8,,
218,0.8,,
300,0.8,,
472,0.8,,
336,0.782608696,,
136,0.777777778,,
204,0.777777778,,
450,0.777777778,,
167,0.764705882,,
165,0.75,,
224,0.75,,
304,0.75,,
364,0.75,,
429,0.72972973,,
331,0.714285714,,
601,0.714285714,,
475,0.6875,,
427,0.684210526,,
27,0.666666667,,
278,0.655172414,,
513,0.642857143,,
234,0.642105263,,
448,0.641975309,,
481,0.630695444,,
166,0.625,,
410,0.619047619,,
292,0.615384615,,
451,0.615384615,,
457,0.615384615,,
526,0.612903226,,
533,0.610169492,,
