,0
0,0.0
1,1.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.5
7,0.0
8,0.14285714285714285
9,0.0
10,0.0
11,0.0
12,0.0
13,0.07692307692307693
14,0.09090909090909091
15,0.0
16,0.5
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.6666666666666666
28,0.0
29,0.0
30,0.0
31,0.06666666666666667
32,0.0
33,1.0
34,0.2857142857142857
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.06666666666666667
41,0.0
42,0.0
43,1.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.8
58,1.0
59,0.2
60,0.0
61,0.0
62,0.0
63,1.0
64,0.0
65,1.0
66,0.0
67,0.3333333333333333
68,0.25
69,0.25
70,0.0
71,0.0
72,0.0
73,0.3333333333333333
74,1.0
75,0.0
76,0.0
77,1.0
78,0.0
79,1.0
80,0.019230769230769232
81,0.0
82,0.2222222222222222
83,0.0
84,0.0
85,0.0
86,0.0
87,0.2
88,0.0
89,0.5
90,0.0
91,0.0
92,0.2
93,0.2777777777777778
94,0.0
95,0.0
96,0.0
97,0.0
98,1.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.2222222222222222
107,0.5
108,0.0
109,0.0
110,0.0
111,0.0
112,0.3
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.5
119,1.0
120,0.125
121,0.0
122,0.0
123,0.0
124,0.0
125,1.0
126,0.0
127,0.0
128,0.0
129,0.125
130,0.0
131,1.0
132,0.0
133,0.0
134,0.8333333333333334
135,1.0
136,0.7777777777777778
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,1.0
144,0.0
145,0.02247191011235955
146,0.0
147,0.0
148,0.0
149,0.125
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.3333333333333333
156,0.0
157,0.0
158,0.0
159,0.0
160,0.02564102564102564
161,0.0
162,0.25
163,0.375
164,0.0
165,0.75
166,0.625
167,0.7647058823529411
168,1.0
169,1.0
170,0.11057692307692307
171,0.0
172,0.0
173,0.5714285714285714
174,1.0
175,1.0
176,1.0
177,0.1891891891891892
178,0.5483870967741935
179,0.0
180,1.0
181,0.0
182,0.0
183,1.0
184,0.5217391304347826
185,0.2571428571428571
186,0.0
187,0.0
188,0.0
189,0.0
190,1.0
191,0.07692307692307693
192,0.0
193,1.0
194,0.0
195,0.0
196,1.0
197,0.0
198,0.0
199,1.0
200,1.0
201,0.28888888888888886
202,1.0
203,1.0
204,0.7777777777777778
205,0.0
206,0.25
207,0.0
208,0.3333333333333333
209,0.0
210,1.0
211,0.0
212,0.4067796610169492
213,0.0
214,0.10256410256410256
215,1.0
216,0.0
217,0.0625
218,0.8
219,1.0
220,0.0
221,0.041666666666666664
222,1.0
223,0.5333333333333333
224,0.75
225,0.0
226,0.5
227,0.12318840579710146
228,0.3
229,1.0
230,1.0
231,1.0
232,0.0
233,0.0
234,0.6421052631578947
235,0.3235294117647059
236,0.0
237,0.4948453608247423
238,0.5
239,0.0
240,0.0
241,0.0
242,0.47619047619047616
243,1.0
244,0.3611111111111111
245,0.38095238095238093
246,0.4
247,0.0
248,0.25
249,0.0
250,0.0
251,0.0
252,1.0
253,0.2
254,0.5
255,0.0
256,0.0
257,1.0
258,0.3157894736842105
259,0.0
260,1.0
261,0.2857142857142857
262,0.5319148936170213
263,0.5
264,0.19230769230769232
265,1.0
266,1.0
267,0.0
268,0.21
269,0.0
270,0.0
271,0.05555555555555555
272,0.18604651162790697
273,0.0
274,0.0
275,1.0
276,0.42105263157894735
277,1.0
278,0.6551724137931034
279,0.0
280,0.3333333333333333
281,0.0
282,0.3333333333333333
283,0.0
284,1.0
285,1.0
286,0.0
287,0.0
288,0.19718309859154928
289,1.0
290,0.0
291,0.0
292,0.6153846153846154
293,0.2
294,1.0
295,0.0
296,0.5454545454545454
297,0.3333333333333333
298,0.0
299,1.0
300,0.8
301,0.4
302,0.043478260869565216
303,0.19230769230769232
304,0.75
305,0.23076923076923078
306,1.0
307,0.0
308,0.3333333333333333
309,1.0
310,0.0
311,0.16666666666666666
312,0.11538461538461539
313,0.0
314,0.0
315,1.0
316,1.0
317,0.0
318,0.0
319,0.25
320,0.09090909090909091
321,0.0
322,1.0
323,1.0
324,0.5
325,0.4444444444444444
326,1.0
327,0.0
328,0.41935483870967744
329,0.3333333333333333
330,0.0625
331,0.7142857142857143
332,1.0
333,0.0
334,0.4
335,0.26666666666666666
336,0.782608695652174
337,0.045454545454545456
338,0.2916666666666667
339,1.0
340,0.2
341,0.5
342,1.0
343,0.3793103448275862
344,1.0
345,1.0
346,0.5
347,1.0
348,1.0
349,1.0
350,0.0
351,1.0
352,0.0
353,0.0
354,0.3333333333333333
355,0.5
356,0.47368421052631576
357,0.0
358,0.0
359,0.0
360,1.0
361,0.0
362,0.5
363,0.14583333333333334
364,0.75
365,1.0
366,1.0
367,1.0
368,0.0
369,0.25
370,0.0
371,0.0
372,0.2857142857142857
373,0.8888888888888888
374,0.0
375,0.0
376,1.0
377,0.25
378,0.16521739130434782
379,0.4117647058823529
380,0.5813953488372093
381,1.0
382,0.3879310344827586
383,0.8125
384,0.0
385,0.3333333333333333
386,1.0
387,0.375
388,0.0
389,1.0
390,0.26666666666666666
391,0.18518518518518517
392,0.2
393,0.0
394,0.125
395,0.23809523809523808
396,1.0
397,1.0
398,1.0
399,0.0
400,1.0
401,0.0
402,0.5
403,1.0
404,0.0
405,0.2
406,1.0
407,1.0
408,0.5714285714285714
409,1.0
410,0.6190476190476191
411,1.0
412,0.0
413,0.0
414,0.5378151260504201
415,0.41935483870967744
416,0.07142857142857142
417,0.0
418,0.0
419,0.09090909090909091
420,0.0
421,1.0
422,0.1794871794871795
423,0.0
424,0.0
425,0.0
426,1.0
427,0.6842105263157895
428,0.4166666666666667
429,0.7297297297297297
430,1.0
431,0.28421052631578947
432,0.21428571428571427
433,0.5294117647058824
434,0.875
435,1.0
436,0.0
437,1.0
438,0.3888888888888889
439,0.2
440,0.07142857142857142
441,0.09433962264150944
442,1.0
443,0.16129032258064516
444,0.5
445,0.4305555555555556
446,0.0
447,1.0
448,0.6419753086419753
449,0.5
450,0.7777777777777778
451,0.6153846153846154
452,1.0
453,1.0
454,0.14285714285714285
455,0.0
456,0.02702702702702703
457,0.6153846153846154
458,1.0
459,0.2465753424657534
460,0.0
461,0.3333333333333333
462,0.03773584905660377
463,1.0
464,0.0
465,0.04504504504504504
466,0.25274725274725274
467,0.0
468,0.17391304347826086
469,0.0
470,0.5
471,0.0967741935483871
472,0.8
473,0.0
474,0.0958904109589041
475,0.6875
476,0.09259259259259259
477,0.0
478,1.0
479,0.5412371134020618
480,0.08602150537634409
481,0.6306954436450839
482,0.23076923076923078
483,0.0
484,0.0
485,0.0
486,0.3333333333333333
487,0.0
488,0.2602739726027397
489,0.3076923076923077
490,0.0
491,0.0
492,0.5217391304347826
493,0.0
494,1.0
495,0.15384615384615385
496,1.0
497,0.0
498,0.0
499,0.0
500,1.0
501,0.3333333333333333
502,0.5
503,1.0
504,0.37209302325581395
505,0.0
506,0.26666666666666666
507,1.0
508,0.0
509,0.30434782608695654
510,0.5
511,0.5
512,1.0
513,0.6428571428571429
514,1.0
515,0.36363636363636365
516,0.0
517,1.0
518,0.5
519,0.5789473684210527
520,0.42857142857142855
521,1.0
522,0.4166666666666667
523,0.0
524,1.0
525,1.0
526,0.6129032258064516
