"NoCategorieSousCategorie";"NoSousCategorie";"NoCategorie";"TitreOffre";"Supprimer";"Approuver";"Description";"NoOffre"
"1072";"A";"106";"Initiation confection de céramique";"0";"-1";"Initiation à la confection de pièces diverses en céramique";"27"
"1074";"A";"106";"Fabrication de pinata";"0";"-1";"Fabrique pour vous une pinata (récipient en papier mâché de modèle divers, rempli de sucreries et de jouets, brisé à l'aide d'un bâton lors de fêtes)";"71"
"1075";"E";"109";"Partenaire jeux de cartes";"0";"-1";"Peut être votre partenaire (adversaire) pour divers jeux de carte, à jouer à deux ou pour compléter un groupe";"32"
"1076";"D";"111";"Conseils préparation voyage en Syrie";"0";"-1";"Conseils pour préparer un voyage en Syrie";"14"
"1077";"D";"111";"Conseils préparation voyage au Liban";"0";"-1";"Conseils pour préparer un voyage au Liban";"15"
"1078";"J";"108";"Réparation livres";"0";"-1";"Réparation de livres";"2"
"1079";"D";"111";"Conseils pour achat voyage";"0";"-1";"Conseils et/ou aide pour magasiner un voyage (trouver les aubaines, etc.)";"99"
"1080";"C";"108";"Réalisation vidéo";"0";"-1";"Réalise pour vous une vidéo (scénario, captation son et image, montage...)";"19"
"1081";"E";"108";"Restauration CD et DVD";"0";"-1";"Réparation des égratignures sur les CD et DVD";"23"
"1082";"D";"300";"Rencontre de travail aménagement / entretien des locaux";"0";"-1";"Rencontres de travail pour l'aménagement et/ou l'entretien des locaux de L'Accorderie";"6"
"1083";"G";"108";"Initiation dessin au fusain";"0";"-1";"Initiation au dessin avec du fusain";"16"
"1084";"G";"108";"Initiation dessin au pastel";"0";"-1";"Initiation au dessin avec des bâtonnets de pastels secs ou gras";"17"
"1085";"D";"111";"Conseils préparation voyage en Asie du Sud-Est";"0";"-1";"Conseils pour préparer un voyage en Asie du Sud-Est";"16"
"1086";"D";"111";"Conseils préparation voyage en Australie ";"0";"-1";"Conseils pour préparer un voyage en Australie";"17"
"1087";"D";"111";"Conseils préparation voyage au Nicaragua";"0";"-1";"Conseils pour préparer un voyage au Nicaragua";"18"
"1088";"D";"111";"Conseils préparation voyage au Chili";"0";"-1";"Conseils pour préparer un voyage au Chili";"19"
"1089";"A";"300";"Rencontre de travail comité accueil";"0";"-1";"Rencontres de travail pour l'organisation de l'accueil/réception à L&#8217;Accorderie";"9"
"1090";"B";"105";"Cuisine plats indiens";"0";"-1";"Cuisine pour vous des plats de l'Inde";"24"
