,0,1,2,3,4,5,6,7,8
42,0.4,0.2,2.0,1.0,1.0,1.0,0.31200000000000006,0.24700000000000003,2.0
43,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
44,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
45,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
46,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
47,0.2,0.8,0.6,1.0,1.0,1.0,0.21099999999999988,0.8109999999999999,0.6440000000000006
48,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
49,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
50,0.1,0.5,0.8,1.0,1.0,1.0,0.23499999999999996,0.40599999999999964,0.8210000000000002
51,0.7000000000000001,0.6,0.9,1.0,1.0,1.0,0.6960000000000002,0.32800000000000007,0.897
52,0.3,0.9,2.0,1.0,1.0,1.0,0.29100000000000004,0.79,2.0
53,0.7000000000000001,0.7000000000000001,0.6,1.0,1.0,1.0,0.7369999999999999,0.8009999999999999,0.7030000000000001
54,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
55,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
56,0.5,0.6,1.0,1.0,1.0,1.0,0.4319999999999996,0.586,0.9590000000000002
57,0.3,0.7000000000000001,2.0,1.0,1.0,1.0,0.2779999999999999,0.6229999999999998,1.99
58,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
59,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
60,0.5,0.7000000000000001,0.8,1.0,1.0,1.0,0.4599999999999999,0.51,0.8099999999999998
61,0.2,0.3,0.7000000000000001,1.0,1.0,1.0,0.20900000000000013,0.281,0.6990000000000003
62,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
63,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
64,1.0,0.2,2.0,1.0,1.0,1.0,0.7910000000000004,0.34699999999999986,2.0
65,0.2,0.6,1.0,1.0,1.0,1.0,0.19699999999999984,0.5870000000000001,0.9210000000000004
66,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
67,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
68,0.1,1.0,2.0,1.0,1.0,1.0,0.25099999999999983,0.7519999999999998,2.0
69,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
70,0.1,0.3,1.0,1.0,1.0,1.0,0.2130000000000001,0.382,0.9230000000000007
71,0.1,0.8,1.0,1.0,1.0,1.0,0.18400000000000005,0.7180000000000004,0.9930000000000004
72,0.4,0.7000000000000001,0.9,1.0,1.0,1.0,0.283,0.4079999999999998,0.8839999999999999
73,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
74,0.1,1.0,0.9,1.0,1.0,1.0,0.20299999999999993,0.8409999999999996,0.8879999999999996
75,0.8,0.4,0.7000000000000001,1.0,1.0,1.0,0.8169999999999996,0.414,0.759
76,0.9,0.1,0.9,1.0,1.0,1.0,0.8700000000000001,0.35400000000000004,0.8939999999999999
77,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
78,0.7000000000000001,0.5,0.9,1.0,1.0,1.0,0.7290000000000002,0.38100000000000006,0.903
79,0.5,0.4,0.9,1.0,1.0,1.0,0.47100000000000003,0.4640000000000001,0.9030000000000001
80,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
81,1.0,0.1,0.9,1.0,1.0,1.0,0.998,0.36099999999999993,0.847
82,0.7000000000000001,0.9,2.0,1.0,1.0,1.0,0.7499999999999997,0.7309999999999998,2.0
83,0.6,0.2,1.0,1.0,1.0,1.0,0.6120000000000003,0.20899999999999996,0.9350000000000002
84,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
85,0.5,0.5,2.0,1.0,1.0,1.0,0.48499999999999993,0.5560000000000003,2.0
86,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
87,0.1,0.1,2.0,1.0,1.0,1.0,0.3040000000000001,0.297,2.0
88,0.4,0.4,0.9,1.0,1.0,1.0,0.3879999999999997,0.41099999999999987,0.9030000000000006
89,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
90,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
91,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
92,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
93,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
94,0.4,0.7000000000000001,1.0,1.0,1.0,1.0,0.42399999999999965,0.815,0.9369999999999998
95,0.9,0.1,0.5,1.0,1.0,1.0,0.8389999999999997,0.34600000000000003,0.6460000000000007
96,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
97,1.0,0.3,0.7000000000000001,1.0,1.0,1.0,0.9990000000000001,0.34099999999999986,0.735
98,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
99,0.2,0.3,0.8,1.0,1.0,1.0,0.20700000000000002,0.28900000000000015,0.7869999999999995
100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
101,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
102,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
103,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
104,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
105,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
106,1.0,0.4,0.9,1.0,1.0,1.0,1.0,0.373,0.8449999999999999
107,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
108,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
109,0.8,0.1,2.0,1.0,1.0,1.0,0.7820000000000005,0.3880000000000002,2.0
110,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
111,0.7000000000000001,0.9,1.0,1.0,1.0,1.0,0.6790000000000005,0.7619999999999999,0.9880000000000004
112,0.7000000000000001,0.8,1.0,1.0,1.0,1.0,0.6920000000000005,0.7280000000000002,0.9470000000000002
113,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
114,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
115,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
116,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
117,1.0,0.3,2.0,1.0,1.0,1.0,0.8249999999999998,0.4880000000000002,2.0
118,0.4,0.5,0.8,1.0,1.0,1.0,0.37300000000000005,0.43999999999999984,0.8079999999999999
119,0.1,0.8,0.7000000000000001,1.0,1.0,1.0,0.21800000000000008,0.8739999999999997,0.7
120,0.9,0.1,0.6,1.0,1.0,1.0,0.8409999999999996,0.331,0.6620000000000007
121,0.5,0.9,0.5,1.0,1.0,1.0,0.3989999999999998,0.8559999999999998,0.6350000000000007
122,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
123,0.8,0.5,0.9,1.0,1.0,1.0,0.8539999999999999,0.4259999999999999,0.8839999999999998
124,0.5,0.1,0.6,1.0,1.0,1.0,0.5149999999999999,0.23300000000000004,0.6810000000000009
125,0.2,0.2,0.8,1.0,1.0,1.0,0.21200000000000016,0.21799999999999997,0.8269999999999996
126,0.4,0.3,0.8,1.0,1.0,1.0,0.3989999999999998,0.2580000000000001,0.7969999999999993
127,0.9,0.6,2.0,1.0,1.0,1.0,0.8139999999999997,0.4610000000000001,2.0
128,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
129,0.6,0.5,0.9,1.0,1.0,1.0,0.6720000000000002,0.3,0.9049999999999998
130,0.1,0.7000000000000001,2.0,1.0,1.0,1.0,0.28700000000000014,0.6349999999999997,2.0
131,0.6,0.6,2.0,1.0,1.0,1.0,0.7389999999999994,0.674,2.0
132,0.8,0.4,0.9,1.0,1.0,1.0,0.8010000000000003,0.397,0.9190000000000002
133,0.6,0.2,0.8,1.0,1.0,1.0,0.6680000000000007,0.31799999999999995,0.8109999999999999
134,0.2,1.0,1.0,1.0,1.0,1.0,0.19899999999999995,0.8570000000000003,0.9480000000000001
135,0.4,0.2,0.4,1.0,1.0,1.0,0.3549999999999999,0.22299999999999995,0.6460000000000008
136,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
137,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
138,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
139,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
140,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
141,0.5,0.8,2.0,1.0,1.0,1.0,0.463,0.7439999999999998,2.0
142,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
143,0.5,0.8,0.9,1.0,1.0,1.0,0.4419999999999997,0.8059999999999999,0.9139999999999999
144,0.8,1.0,0.6,1.0,1.0,1.0,0.7619999999999999,0.7750000000000006,0.7030000000000001
145,1.0,0.5,0.9,1.0,1.0,1.0,0.9980000000000001,0.39099999999999996,0.833
146,0.9,0.7000000000000001,0.8,1.0,1.0,1.0,0.8399999999999999,0.42100000000000004,0.8069999999999997
147,0.8,0.5,0.8,1.0,1.0,1.0,0.7659999999999999,0.37599999999999995,0.765
148,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
149,0.4,0.9,0.6,1.0,1.0,1.0,0.3079999999999999,0.8640000000000001,0.6520000000000007
150,1.0,0.5,1.0,1.0,1.0,1.0,0.988,0.4459999999999999,0.8690000000000003
151,0.6,0.7000000000000001,0.7000000000000001,1.0,1.0,1.0,0.5850000000000004,0.6559999999999999,0.7309999999999998
152,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
153,0.4,0.1,0.7000000000000001,1.0,1.0,1.0,0.37199999999999983,0.21400000000000002,0.7220000000000003
154,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
155,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
156,0.5,0.8,0.7000000000000001,1.0,1.0,1.0,0.44399999999999973,0.804,0.6950000000000003
157,0.9,0.8,0.6,1.0,1.0,1.0,0.8389999999999992,0.43300000000000005,0.6820000000000006
158,0.7000000000000001,0.6,0.7000000000000001,1.0,1.0,1.0,0.6960000000000004,0.33199999999999996,0.7010000000000002
159,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
160,0.7000000000000001,0.1,0.8,1.0,1.0,1.0,0.6900000000000006,0.33600000000000013,0.8269999999999997
161,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
162,0.1,0.4,0.7000000000000001,1.0,1.0,1.0,0.24000000000000019,0.35400000000000004,0.7060000000000005
163,0.1,0.3,0.9,1.0,1.0,1.0,0.23499999999999996,0.314,0.8970000000000004
164,0.8,0.4,0.8,1.0,1.0,1.0,0.7659999999999998,0.7400000000000004,0.8089999999999999
165,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
166,0.1,0.5,2.0,1.0,1.0,1.0,0.27099999999999996,0.4690000000000001,1.99
167,0.8,0.4,0.6,1.0,1.0,1.0,0.8289999999999997,0.4220000000000003,0.6880000000000004
168,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
169,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
170,0.7000000000000001,1.0,0.7000000000000001,1.0,1.0,1.0,0.6650000000000006,0.7930000000000001,0.7150000000000004
171,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
172,0.4,0.6,1.0,1.0,1.0,1.0,0.2660000000000002,0.3149999999999999,0.9580000000000003
173,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
174,0.3,1.0,0.9,1.0,1.0,1.0,0.2169999999999999,0.8539999999999995,0.8900000000000001
175,1.0,0.1,0.8,1.0,1.0,1.0,0.8379999999999996,0.32800000000000007,0.8130000000000002
176,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
177,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
178,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
179,0.6,0.3,1.0,1.0,1.0,1.0,0.6500000000000008,0.6440000000000003,1.0270000000000001
180,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
181,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
182,0.1,0.6,0.9,1.0,1.0,1.0,0.20899999999999996,0.585,0.905
183,0.5,0.7000000000000001,0.9,1.0,1.0,1.0,0.42199999999999965,0.6339999999999999,0.9230000000000002
184,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
185,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
186,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
187,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
188,0.8,0.2,1.0,1.0,1.0,1.0,0.8510000000000002,0.41199999999999987,0.954
189,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
190,0.8,0.7000000000000001,0.6,1.0,1.0,1.0,0.8950000000000002,0.8610000000000008,0.6960000000000005
191,0.5,0.8,0.6,1.0,1.0,1.0,0.4419999999999999,0.7070000000000001,0.6640000000000004
192,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
193,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
194,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
195,0.4,0.3,2.0,1.0,1.0,1.0,0.3409999999999998,0.31999999999999995,1.98
196,0.5,0.9,0.7000000000000001,1.0,1.0,1.0,0.45900000000000013,0.8120000000000002,0.7250000000000004
197,0.4,0.5,0.7000000000000001,1.0,1.0,1.0,0.41699999999999976,0.7990000000000005,0.7230000000000001
198,0.9,0.5,2.0,1.0,1.0,1.0,0.8060000000000003,0.503,1.98
199,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
200,0.8,0.8,0.6,1.0,1.0,1.0,0.6830000000000002,0.7830000000000001,0.6790000000000002
201,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
202,1.0,0.6,0.8,1.0,1.0,1.0,0.95,0.7820000000000004,0.824
203,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
204,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
205,0.6,0.5,0.8,1.0,1.0,1.0,0.6580000000000008,0.7080000000000001,0.7869999999999999
206,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
207,0.3,0.7000000000000001,0.9,1.0,1.0,1.0,0.3079999999999999,0.8449999999999994,0.9039999999999999
208,0.6,0.8,0.8,1.0,1.0,1.0,0.5490000000000004,0.794,0.816
209,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
210,0.2,0.7000000000000001,0.9,1.0,1.0,1.0,0.1969999999999999,0.8210000000000002,0.88
211,0.6,0.3,0.7000000000000001,1.0,1.0,1.0,0.6640000000000005,0.2979999999999999,0.7180000000000001
212,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
213,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
214,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
215,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
216,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
217,0.0,0.0,0.0,1.0,1.0,1.0,0.016,0.005,0.015
218,0.9,1.0,2.0,1.0,1.0,1.0,0.8180000000000003,0.6849999999999998,1.989
219,0.7000000000000001,0.6,1.0,1.0,1.0,1.0,0.6690000000000005,0.7010000000000001,1.0200000000000002
